EVACode,UICCode,code,ingangsDatum,heeftFaciliteiten,heeftReisassistentie,heeftVertrektijden,land,lat,lng,radius,naderenRadius,namen,synoniemen,nearbyMeLocationId,sporen,stationType,cdCode
8400285,8400285,HLM,2015-03-18,True,True,True,NL,52.3877792358398,4.63833332061768,525,1200,"{'lang': 'Haarlem', 'middel': 'Haarlem', 'kort': 'Haarlem'}",[],"{'value': 'HLM', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '3'}, {'spoorNummer': '3a'}, {'spoorNummer': '3b'}, {'spoorNummer': '4'}, {'spoorNummer': '5'}, {'spoorNummer': '6'}, {'spoorNummer': '6a'}, {'spoorNummer': '6b'}, {'spoorNummer': '8'}]",KNOOPPUNT_INTERCITY_STATION,285.0
8400292,8400292,HDG,2020-09-01,True,True,True,NL,53.2187783,5.934543,200,1200,"{'lang': 'Hurdegaryp', 'middel': 'Hurdegaryp', 'kort': 'Hurdegaryp'}",[],"{'value': 'HDG', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,292.0
8400293,8400293,HDB,2020-05-13,True,True,True,NL,52.5727767944336,6.62861108779907,200,1600,"{'lang': 'Hardenberg', 'middel': 'Hardenberg', 'kort': 'Hardenberg'}",[],"{'value': 'HDB', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",SNELTREIN_STATION,293.0
8400294,8400294,HD,1990-01-01,True,True,True,NL,52.3375015258789,5.61972236633301,260,800,"{'lang': 'Harderwijk', 'middel': 'Harderwijk', 'kort': 'Harderwijk'}",[],"{'value': 'HD', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",KNOOPPUNT_STOPTREIN_STATION,294.0
8400295,8400295,GND,2020-05-13,True,True,True,NL,51.8305549621582,4.83583354949951,200,1200,"{'lang': 'Hardinxveld-Giessendam', 'middel': 'Hardinxveld-G.', 'kort': 'Hardinxvld'}",[],"{'value': 'GND', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,295.0
8400296,8400296,HLG,2020-09-01,True,True,True,NL,53.1704205,5.4251932,200,1200,"{'lang': 'Harlingen', 'middel': 'Harlingen', 'kort': 'Harlingen'}",['Harns'],"{'value': 'HLG', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,296.0
8400297,8400297,HRN,2023-12-10,True,True,True,NL,53.1761093139648,6.61722230911255,300,1600,"{'lang': 'Haren', 'middel': 'Haren', 'kort': 'Haren'}",[],"{'value': 'HRN', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,297.0
8479003,8400298,HLGH,2020-09-01,True,True,True,NL,53.174917,5.4112885,200,1200,"{'lang': 'Harlingen Haven', 'middel': 'Harlingen Haven', 'kort': 'Harl Haven'}",['Harns Haven'],"{'value': 'HLGH', 'type': 'stationV2'}",[{'spoorNummer': '1'}],STOPTREIN_STATION,298.0
8400299,8400299,HMBH,2011-05-01,True,True,True,NL,51.47068,5.70177,200,1200,"{'lang': 'Helmond Brouwhuis', 'middel': 'Brouwhuis', 'kort': 'Brouwhuis'}",[],"{'value': 'HMBH', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,299.0
8400300,8400300,HMH,2011-05-01,True,True,True,NL,51.46794,5.63085,200,1200,"{'lang': ""Helmond 't Hout"", 'middel': ""'t Hout"", 'kort': ""'t Hout""}",[],"{'value': 'HMH', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,300.0
8400020,8400301,HRY,2001-06-10,True,True,False,NL,52.9352760314941,5.94388866424561,200,1200,"{'lang': 'Heerenveen IJsstadion', 'middel': 'IJsstadion', 'kort': 'IJsstadion'}",['It Hearrenfean IIsstadium'],"{'value': 'HRY', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",FACULTATIEF_STATION,301.0
8400302,8400302,HAD,2011-05-01,True,True,True,NL,52.3591651916504,4.60666656494141,200,1200,"{'lang': 'Heemstede-Aerdenhout', 'middel': 'Heemstede-A.', 'kort': 'Heemstede'}",[],"{'value': 'HAD', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",INTERCITY_STATION,302.0
8400303,8400303,HDRZ,1990-01-01,True,True,True,NL,52.9324989318848,4.76416683197022,200,1200,"{'lang': 'Den Helder Zuid', 'middel': 'Den Helder Zuid', 'kort': 'Dn Heldr Z'}",[],"{'value': 'HDRZ', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,303.0
8400305,8400305,HR,2023-12-10,True,True,True,NL,52.9613876342773,5.91416645050049,260,1600,"{'lang': 'Heerenveen', 'middel': 'Heerenveen', 'kort': 'Heerenveen'}",['It Hearrenfean'],"{'value': 'HR', 'type': 'stationV2'}","[{'spoorNummer': '2'}, {'spoorNummer': '3'}]",INTERCITY_STATION,305.0
8400306,8400306,HWD,1990-01-01,True,True,True,NL,52.6697235107422,4.82277774810791,525,1200,"{'lang': 'Heerhugowaard', 'middel': 'Heerhugowaard', 'kort': 'Heerhugow'}",[],"{'value': 'HWD', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}]",KNOOPPUNT_STOPTREIN_STATION,306.0
8400307,8400307,HRL,2022-01-01,True,True,True,NL,50.8908348083496,5.97499990463257,525,1200,"{'lang': 'Heerlen', 'middel': 'Heerlen', 'kort': 'Heerlen'}",[],"{'value': 'HRL', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}, {'spoorNummer': '5'}]",KNOOPPUNT_INTERCITY_STATION,307.0
8400308,8400308,HZE,2011-05-01,True,True,True,NL,51.3849983215332,5.56944465637207,200,1200,"{'lang': 'Heeze', 'middel': 'Heeze', 'kort': 'Heeze'}",[],"{'value': 'HZE', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,308.0
8400309,8400309,HLO,1990-01-01,True,True,True,NL,52.5994453430176,4.70055532455444,200,1200,"{'lang': 'Heiloo', 'middel': 'Heiloo', 'kort': 'Heiloo'}",[],"{'value': 'HLO', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,309.0
8400310,8400310,HNO,2020-05-13,True,True,True,NL,52.4272232055664,6.22111129760742,200,1200,"{'lang': 'Heino', 'middel': 'Heino', 'kort': 'Heino'}",[],"{'value': 'HNO', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,310.0
8400311,8400311,HDR,2016-06-08,True,True,True,NL,52.9552764892578,4.76111125946045,260,1200,"{'lang': 'Den Helder', 'middel': 'Den Helder', 'kort': 'Den Helder'}",[],"{'value': 'HDR', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}]",INTERCITY_STATION,311.0
8400312,8400312,HGLO,2020-05-13,True,True,True,NL,52.2688903808594,6.81944465637207,200,1200,"{'lang': 'Hengelo Oost', 'middel': 'Hengelo Oost', 'kort': 'Hengelo O'}",[],"{'value': 'HGLO', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,312.0
8400313,8400313,HM,2011-05-01,True,True,True,NL,51.4755554199219,5.66194438934326,525,1600,"{'lang': 'Helmond', 'middel': 'Helmond', 'kort': 'Helmond'}",[],"{'value': 'HM', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",KNOOPPUNT_INTERCITY_STATION,313.0
8400315,8400315,HMN,2020-05-13,True,True,True,NL,51.9222129,5.6737254,200,1200,"{'lang': 'Hemmen-Dodewaard', 'middel': 'Hemmen-Dodew.', 'kort': 'Hemmen-D'}",[],"{'value': 'HMN', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,315.0
8400316,8400316,HGL,2022-01-06,True,True,True,NL,52.2616653442383,6.79388904571533,525,1200,"{'lang': 'Hengelo', 'middel': 'Hengelo', 'kort': 'Hengelo'}",[],"{'value': 'HGL', 'type': 'stationV2'}","[{'spoorNummer': '2'}, {'spoorNummer': '2a'}, {'spoorNummer': '2b'}, {'spoorNummer': '3'}, {'spoorNummer': '3a'}, {'spoorNummer': '3b'}, {'spoorNummer': '11'}]",KNOOPPUNT_INTERCITY_STATION,316.0
8400317,8400317,HK,1990-01-01,True,True,True,NL,52.4952774047852,4.68694448471069,200,1200,"{'lang': 'Heemskerk', 'middel': 'Heemskerk', 'kort': 'Heemskerk'}",[],"{'value': 'HK', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,317.0
8400319,8400319,HT,2015-03-18,True,True,True,NL,51.69048,5.29362,525,1200,"{'lang': ""'s-Hertogenbosch"", 'middel': ""'s-Hertogenbosch"", 'kort': 'Den Bosch'}","['Den Bosch', ""Hertogenbosch ('s)""]","{'value': 'HT', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '3'}, {'spoorNummer': '3a'}, {'spoorNummer': '3b'}, {'spoorNummer': '4'}, {'spoorNummer': '4a'}, {'spoorNummer': '4b'}, {'spoorNummer': '6'}, {'spoorNummer': '6a'}, {'spoorNummer': '6b'}, {'spoorNummer': '7'}, {'spoorNummer': '7a'}, {'spoorNummer': '7b'}]",KNOOPPUNT_INTERCITY_STATION,319.0
8400320,8400320,HTO,2011-05-01,True,True,True,NL,51.700553894043,5.3183331489563,200,1200,"{'lang': ""'s-Hertogenbosch Oost"", 'middel': ""'s-Hertogenb. O."", 'kort': 'Dn Bosch O'}","[""Hertogenbosch Oost ('s)"", 'Den Bosch Oost']","{'value': 'HTO', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,320.0
8400322,8400322,HVS,2022-01-06,True,True,True,NL,52.2258338928223,5.18194437026978,525,1200,"{'lang': 'Hilversum', 'middel': 'Hilversum', 'kort': 'Hilversum'}",[],"{'value': 'HVS', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}, {'spoorNummer': '5'}]",KNOOPPUNT_INTERCITY_STATION,322.0
8400323,8400323,HNP,2020-09-01,True,True,True,NL,52.9464903,5.423063,200,1200,"{'lang': 'Hindeloopen', 'middel': 'Hindeloopen', 'kort': 'Hindeloopn'}",['Hylpen'],"{'value': 'HNP', 'type': 'stationV2'}",[{'spoorNummer': '1'}],STOPTREIN_STATION,323.0
8400324,8400324,HVSM,1990-01-01,True,True,True,NL,52.2380561828613,5.17388868331909,200,1200,"{'lang': 'Hilversum Media Park', 'middel': 'Media Park', 'kort': 'Media Park'}",[],"{'value': 'HVSM', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,324.0
8400326,8400326,HB,2022-01-01,True,True,True,NL,50.9055557250977,5.93055534362793,200,1200,"{'lang': 'Hoensbroek', 'middel': 'Hoensbroek', 'kort': 'Hoensbroek'}",[],"{'value': 'HB', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,326.0
8400327,8400327,HOR,1990-01-01,True,True,True,NL,52.1777763366699,5.17916679382324,200,1200,"{'lang': 'Hollandsche Rading', 'middel': 'Holl. Rading', 'kort': 'Hol Rading'}",[],"{'value': 'HOR', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,327.0
8400328,8400328,HON,2023-12-10,True,True,True,NL,52.2838897705078,6.42027759552002,200,1600,"{'lang': 'Holten', 'middel': 'Holten', 'kort': 'Holten'}",[],"{'value': 'HON', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,328.0
8400005,8400329,HIL,2011-05-01,True,True,True,NL,52.3025016784668,4.56555557250977,200,1200,"{'lang': 'Hillegom', 'middel': 'Hillegom', 'kort': 'Hillegom'}",[],"{'value': 'HIL', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,329.0
8400330,8400330,HGV,2023-12-10,True,True,True,NL,52.7338905334473,6.47361087799072,300,1600,"{'lang': 'Hoogeveen', 'middel': 'Hoogeveen', 'kort': 'Hoogeveen'}",[],"{'value': 'HGV', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}]",STOPTREIN_STATION,330.0
8400331,8400331,HGZ,2020-09-01,True,True,True,NL,53.1598181316756,6.77075386047363,260,800,"{'lang': 'Hoogezand-Sappemeer', 'middel': 'Hoogezand-Sap.', 'kort': 'Hoogezand'}",[],"{'value': 'HGZ', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",KNOOPPUNT_STOPTREIN_STATION,331.0
8400332,8400332,HFD,2011-05-01,True,True,True,NL,52.2933349609375,4.70055532455444,200,1200,"{'lang': 'Hoofddorp', 'middel': 'Hoofddorp', 'kort': 'Hoofddorp'}",[],"{'value': 'HFD', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}]",STOPTREIN_STATION,332.0
8400334,8400334,HKS,2008-01-01,True,True,True,NL,52.6905555725098,5.18388891220093,200,1200,"{'lang': 'Hoogkarspel', 'middel': 'Hoogkarspel', 'kort': 'Hoogkrspl'}",[],"{'value': 'HKS', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,334.0
8400010,8400335,HTNC,2010-12-12,True,True,True,NL,52.01701,5.17949,200,1200,"{'lang': 'Houten Castellum', 'middel': 'Castellum', 'kort': 'Castellum'}",[],"{'value': 'HTNC', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,335.0
8400336,8400336,HNK,2011-05-01,True,True,True,NL,52.6536102294922,5.08555555343628,200,1200,"{'lang': 'Hoorn Kersenboogerd', 'middel': 'Kersenboogerd', 'kort': 'Hoorn Kers'}",[],"{'value': 'HNK', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,336.0
8400337,8400337,HN,1994-12-01,True,True,True,NL,52.6447219848633,5.05555534362793,525,1200,"{'lang': 'Hoorn', 'middel': 'Hoorn', 'kort': 'Hoorn'}",[],"{'value': 'HN', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}]",KNOOPPUNT_INTERCITY_STATION,337.0
8400338,8400338,EGH,2022-01-01,True,True,True,NL,50.8905563354492,6.04500007629395,200,1200,"{'lang': 'Eygelshoven', 'middel': 'Eygelshoven', 'kort': 'Eygelshov'}",[],"{'value': 'EGH', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,338.0
8400339,8400339,HRT,2011-05-01,True,True,True,NL,51.4263877868652,6.04222202301025,200,1600,"{'lang': 'Horst-Sevenum', 'middel': 'Horst-Sevenum', 'kort': 'Horst-Sev'}",[],"{'value': 'HRT', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}]",STOPTREIN_STATION,339.0
8400340,8400340,HTN,2010-12-12,True,True,True,NL,52.03402,5.16821,200,1200,"{'lang': 'Houten', 'middel': 'Houten', 'kort': 'Houten'}",[],"{'value': 'HTN', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",KNOOPPUNT_STOPTREIN_STATION,340.0
8400341,8400341,SGL,2022-01-01,True,True,True,NL,50.8733329772949,5.79722213745117,200,1200,"{'lang': 'Houthem-St. Gerlach', 'middel': 'Houthem-St Gerl.', 'kort': 'Houthem-St'}",[],"{'value': 'SGL', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,341.0
8400353,8400353,KPN,2020-05-13,True,True,True,NL,52.5597229003906,5.92166662216186,200,1200,"{'lang': 'Kampen', 'middel': 'Kampen', 'kort': 'Kampen'}",[],"{'value': 'KPN', 'type': 'stationV2'}",[{'spoorNummer': '1'}],STOPTREIN_STATION,353.0
8400354,8400354,BZL,2011-05-01,True,True,True,NL,51.4808349609375,3.95611119270325,200,1200,"{'lang': 'Kapelle-Biezelinge', 'middel': 'Kapelle-Biezel.', 'kort': 'Kapelle-Bi'}",[],"{'value': 'BZL', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,354.0
8400355,8400355,KRD,2022-01-01,True,True,True,NL,50.8616676330566,6.05749988555908,200,1200,"{'lang': 'Kerkrade Centrum', 'middel': 'Kerkrade C.', 'kort': 'Kerkrade C'}",[],"{'value': 'KRD', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",KNOOPPUNT_STOPTREIN_STATION,355.0
8400359,8400359,KTR,2020-05-13,True,True,True,NL,51.9313869,5.5833465,200,1200,"{'lang': 'Kesteren', 'middel': 'Kesteren', 'kort': 'Kesteren'}",[],"{'value': 'KTR', 'type': 'stationV2'}","[{'spoorNummer': '3'}, {'spoorNummer': '4'}]",STOPTREIN_STATION,359.0
8400360,8400360,KPNZ,2023-12-10,True,True,True,NL,52.5331,5.91309,200,1200,"{'lang': 'Kampen Zuid', 'middel': 'Kampen Zuid', 'kort': 'Kampen Z'}",[],"{'value': 'KPNZ', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,360.0
8400361,8400361,KBK,2020-05-13,True,True,True,NL,52.1780548095703,6.08361101150513,200,1200,"{'lang': 'Klarenbeek', 'middel': 'Klarenbeek', 'kort': 'Klarenbk'}",[],"{'value': 'KBK', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,361.0
8400362,8400362,KMR,2022-01-01,True,True,True,NL,50.8663902282715,5.8905553817749,200,1200,"{'lang': 'Klimmen-Ransdaal', 'middel': 'Klimmen-Ransdaal', 'kort': 'Klimmen-R'}",[],"{'value': 'KMR', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,362.0
8400363,8400363,KZ,2016-12-11,True,True,True,NL,52.458610534668,4.80555534362793,200,1200,"{'lang': 'Koog aan de Zaan', 'middel': 'Koog a.d. Zaan', 'kort': 'Koog Zaan'}",[],"{'value': 'KZ', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,363.0
8400364,8400364,ZZS,2016-12-11,True,True,True,NL,52.469165802002,4.80499982833862,200,1200,"{'lang': 'Zaandijk Zaanse Schans', 'middel': 'Zaanse Schans', 'kort': 'Zaanse S.'}",[],"{'value': 'ZZS', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",KNOOPPUNT_STOPTREIN_STATION,364.0
8400366,8400366,KMW,2020-09-01,True,True,True,NL,52.9028197,5.4106913,200,1200,"{'lang': 'Koudum-Molkwerum', 'middel': 'Koudum-Molkwerum', 'kort': 'Koudum-M'}",['Koudum-Molkwar'],"{'value': 'KMW', 'type': 'stationV2'}",[{'spoorNummer': '1'}],STOPTREIN_STATION,366.0
8400367,8400367,KBD,2011-05-01,True,True,True,NL,51.4333343505859,4.11694431304932,250,1200,"{'lang': 'Krabbendijke', 'middel': 'Krabbendijke', 'kort': 'Krabbendke'}",[],"{'value': 'KBD', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,367.0
8400368,8400368,KMA,1990-01-01,True,True,True,NL,52.49511,4.75417,200,1200,"{'lang': 'Krommenie-Assendelft', 'middel': 'Krommenie-Ass.', 'kort': 'Krommenie'}",[],"{'value': 'KMA', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,368.0
8400369,8400369,KW,2020-09-01,True,True,True,NL,53.1617362,6.7220882,200,1200,"{'lang': 'Kropswolde', 'middel': 'Kropswolde', 'kort': 'Kropswolde'}",[],"{'value': 'KW', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,369.0
8400370,8400370,KRG,2011-05-01,True,True,True,NL,51.4650001525879,4.03722238540649,200,1200,"{'lang': 'Kruiningen-Yerseke', 'middel': 'Kruiningen-Y.', 'kort': 'Kruiningen'}",[],"{'value': 'KRG', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,370.0
8400030,8400379,YPB,2011-05-01,True,True,True,NL,52.0552787780762,4.39222240447998,200,1200,"{'lang': 'Den Haag Ypenburg', 'middel': 'Ypenburg', 'kort': 'Ypenburg'}",[],"{'value': 'YPB', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,379.0
8400380,8400380,LAA,2011-05-01,True,True,True,NL,52.0786094665527,4.34277772903442,525,1200,"{'lang': 'Den Haag Laan v NOI', 'middel': 'Laan v NOI', 'kort': 'Laan v NOI'}","['Den Haag Laan van NOI', 'Laan van Nieuw Oost Indië', 'Laan van NOI']","{'value': 'LAA', 'type': 'stationV2'}","[{'spoorNummer': '3'}, {'spoorNummer': '4'}, {'spoorNummer': '5'}, {'spoorNummer': '6'}]",KNOOPPUNT_STOPTREIN_STATION,380.0
8400382,8400382,ZLW,2011-05-01,True,True,True,NL,51.6911125183105,4.66305541992188,260,800,"{'lang': 'Lage Zwaluwe', 'middel': 'Lage Zwaluwe', 'kort': 'Lage Zwalu'}",[],"{'value': 'ZLW', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}]",KNOOPPUNT_STOPTREIN_STATION,382.0
8400384,8400384,LDL,2011-05-01,True,True,True,NL,52.1469459533691,4.49249982833862,200,1200,"{'lang': 'Leiden Lammenschans', 'middel': 'Lammenschans', 'kort': 'Leiden Lam'}",[],"{'value': 'LDL', 'type': 'stationV2'}",[{'spoorNummer': '1'}],STOPTREIN_STATION,384.0
8400386,8400386,LDM,2020-05-13,True,True,True,NL,51.8947219848633,5.09138870239258,200,1200,"{'lang': 'Leerdam', 'middel': 'Leerdam', 'kort': 'Leerdam'}",[],"{'value': 'LDM', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,386.0
8400387,8400387,LW,2023-12-10,True,True,True,NL,53.1958351135254,5.79222202301025,525,1200,"{'lang': 'Leeuwarden', 'middel': 'Leeuwarden', 'kort': 'Leeuwarden'}",['Ljouwert'],"{'value': 'LW', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}, {'spoorNummer': '5'}, {'spoorNummer': '6b'}, {'spoorNummer': '8'}]",KNOOPPUNT_INTERCITY_STATION,387.0
8400388,8400388,HDE,2023-12-10,True,True,True,NL,52.4091682,5.893611,200,1200,"{'lang': ""'t Harde"", 'middel': ""'t Harde"", 'kort': ""'t Harde""}","[""Harde ('t)""]","{'value': 'HDE', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '4'}]",STOPTREIN_STATION,388.0
8400389,8400389,LWC,2020-09-01,True,True,True,NL,53.2021808,5.8422968,200,1200,"{'lang': 'Leeuwarden Camminghaburen', 'middel': 'Camminghaburen', 'kort': 'Camminghab'}",['Ljouwert Camminghaburen'],"{'value': 'LWC', 'type': 'stationV2'}",[{'spoorNummer': '1'}],STOPTREIN_STATION,389.0
8400390,8400390,LEDN,2011-05-01,True,True,True,NL,52.1661109924316,4.48166656494141,525,1600,"{'lang': 'Leiden Centraal', 'middel': 'Leiden C.', 'kort': 'Leiden C'}","['Leiden CS', 'Leiden']","{'value': 'LEDN', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '4'}, {'spoorNummer': '4a'}, {'spoorNummer': '4b'}, {'spoorNummer': '5'}, {'spoorNummer': '5a'}, {'spoorNummer': '5b'}, {'spoorNummer': '8'}, {'spoorNummer': '8a'}, {'spoorNummer': '8b'}, {'spoorNummer': '9'}, {'spoorNummer': '9a'}, {'spoorNummer': '9b'}]",KNOOPPUNT_INTERCITY_STATION,390.0
8400394,8400394,LLS,2023-12-10,True,True,True,NL,52.5077781677246,5.47277784347534,525,1200,"{'lang': 'Lelystad Centrum', 'middel': 'Lelystad C.', 'kort': 'Lelystad C'}",[],"{'value': 'LLS', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}]",KNOOPPUNT_INTERCITY_STATION,394.0
8400395,8400395,LTV,2020-05-13,True,True,True,NL,52.01188,6.59641,200,1200,"{'lang': 'Lichtenvoorde-Groenlo', 'middel': 'Lichtenvoorde-G.', 'kort': 'Lichtenv-G'}",[],"{'value': 'LTV', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,395.0
8400399,8400399,LC,2020-05-13,True,True,True,NL,52.1666679382324,6.42638874053955,200,1200,"{'lang': 'Lochem', 'middel': 'Lochem', 'kort': 'Lochem'}",[],"{'value': 'LC', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,399.0
8400400,8400400,HWZB,2012-12-09,True,True,True,NL,52.385935,4.747165,200,1200,"{'lang': 'Halfweg-Zwanenburg', 'middel': 'Halfweg-Zw.', 'kort': 'Halfweg-Zw'}",[],"{'value': 'HWZB', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,400.0
8400403,8400403,LP,2020-09-01,True,True,True,NL,53.3347145,6.7472625,200,1200,"{'lang': 'Loppersum', 'middel': 'Loppersum', 'kort': 'Loppersum'}",[],"{'value': 'LP', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,403.0
8400087,8400404,HRLW,2022-01-01,True,True,True,NL,50.896667,5.952222,200,1200,"{'lang': 'Heerlen Woonboulevard', 'middel': 'Hrl Woonblvd', 'kort': 'Heerlen W'}",[],"{'value': 'HRLW', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,404.0
8400405,8400405,LTN,2020-05-13,True,True,True,NL,52.085277557373,5.62444448471069,200,1200,"{'lang': 'Lunteren', 'middel': 'Lunteren', 'kort': 'Lunteren'}",[],"{'value': 'LTN', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",STOPTREIN_STATION,405.0
8400093,8400407,EMNZ,2020-05-13,True,True,True,NL,52.7488663746914,6.87478065490722,200,1200,"{'lang': 'Emmen Zuid', 'middel': 'Emmen Zuid', 'kort': 'Emmen Z'}",[],"{'value': 'EMNZ', 'type': 'stationV2'}","[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",SNELTREIN_STATION,407.0
